37631,1.18,2.3532,1.16,2.8315,1.58,3.2408,1.8636,3.5924,2.0637,3.8966,2.2103,4.1612,2.3216,4.3919,2.4086,4.5929,2.4783,0.018731,0.020087,0.020087,0.037905,0.022703,0.020948,0.020948,0.023647,0.024519,0.020633,0.020633,0.021396,0.024957,0.020235,0.020235,0.021023,0.024642,0.019786,0.019786,0.020574,0.023969,0.019272,0.019272,0.019861,0.023168,0.018686,0.018686,0.01899,0.022351,0.018045,0.018045,0.018073
37638,1.16,2.2399,0.94,2.6999,1.38,3.0995,1.6777,3.4464,1.8892,3.7491,2.0446,4.0139,2.1629,4.2457,2.2555,4.4483,2.3298,0.018281,0.021502,0.021502,0.054559,0.022571,0.020965,0.020965,0.02412,0.024561,0.019481,0.019481,0.019354,0.025037,0.018459,0.018459,0.018786,0.024685,0.017723,0.017723,0.018369,0.023927,0.017093,0.017093,0.01763,0.023012,0.016507,0.016507,0.016716,0.022069,0.015956,0.015956,0.015794
37645,1.14,2.1458,0.84,2.5824,1.24,2.9711,1.5262,3.3147,1.7422,3.6181,1.9076,3.8859,2.0371,4.122,2.1403,4.3296,2.2243,0.01785,0.020989,0.020989,0.051483,0.022081,0.020649,0.020649,0.02465,0.024053,0.019317,0.019317,0.019998,0.024534,0.018351,0.018351,0.019123,0.024192,0.017635,0.017635,0.018495,0.023452,0.017022,0.017022,0.017668,0.022567,0.016456,0.016456,0.016752,0.021665,0.015926,0.015926,0.015869
37652,1.16,2.224,0.92,2.6716,1.29,3.0605,1.5654,3.3988,1.7756,3.6944,1.9386,3.9531,2.0673,4.1798,2.1707,4.3781,2.2552,0.0173,0.019616,0.019616,0.045366,0.021499,0.019828,0.019828,0.023435,0.023456,0.01881,0.01881,0.019642,0.023917,0.017924,0.017924,0.018717,0.023549,0.017181,0.017181,0.01789,0.022772,0.016497,0.016497,0.016881,0.021851,0.015848,0.015848,0.015832,0.020923,0.01524,0.01524,0.014859
37659,1.15,2.1621,0.66,2.6293,1.11,3.0303,1.4264,3.3733,1.657,3.6684,1.83,3.9241,1.9634,4.1463,2.0687,4.3396,2.1536,0.016789,0.018422,0.018422,0.040263,0.020893,0.018663,0.018663,0.021339,0.02275,0.017721,0.017721,0.017952,0.023116,0.016854,0.016854,0.017036,0.022647,0.016096,0.016096,0.016204,0.021761,0.015371,0.015371,0.015216,0.020742,0.014684,0.014684,0.014221,0.019751,0.014055,0.014055,0.01333
37666,1.16,2.1264,0.52,2.5752,1.01,2.9725,1.3537,3.3216,1.5981,3.6285,1.7789,3.8986,1.9171,4.1363,2.0256,4.3452,2.1127,0.016098,0.017708,0.017708,0.041354,0.019934,0.017534,0.017534,0.02173,0.02166,0.016531,0.016531,0.017629,0.021959,0.015671,0.015671,0.016348,0.021439,0.014926,0.014926,0.015387,0.020506,0.014214,0.014214,0.014401,0.019468,0.013561,0.013561,0.013483,0.018502,0.012996,0.012996,0.012708
37673,1.17,2.0927,0.34,2.5245,0.84,2.9121,1.1916,3.256,1.4537,3.5605,1.6517,3.8299,1.8051,4.0681,1.9265,4.2781,2.0247,0.01536,0.016445,0.016445,0.037786,0.019077,0.01644,0.01644,0.020218,0.02072,0.015495,0.015495,0.016261,0.020944,0.014641,0.014641,0.014956,0.020346,0.01387,0.01387,0.013986,0.019342,0.013117,0.013117,0.013016,0.018272,0.012426,0.012426,0.012135,0.017333,0.011836,0.011836,0.011412
37680,1.18,1.9454,0.15,2.3573,0.64,2.7337,0.9986,3.0705,1.2696,3.3699,1.4773,3.6355,1.6401,3.8707,1.77,4.0785,1.8756,0.014662,0.015398,0.015398,0.036111,0.01826,0.015641,0.015641,0.020614,0.019851,0.014873,0.014873,0.016863,0.020058,0.014077,0.014077,0.015215,0.01945,0.013315,0.013315,0.013948,0.018441,0.012553,0.012553,0.01278,0.017376,0.01185,0.01185,0.011766,0.016457,0.011251,0.011251,0.010945
37687,1.1,1.8259,0.04,2.2393,0.54,2.6194,0.9056,2.9618,1.1861,3.2683,1.4032,3.5418,1.5744,3.7854,1.7117,4.0017,1.8238,0.014919,0.01598,0.01598,0.035205,0.018554,0.016496,0.016496,0.022076,0.020203,0.01584,0.01584,0.018448,0.020512,0.015116,0.015116,0.01667,0.020069,0.014433,0.014433,0.015281,0.019283,0.013778,0.013778,0.014048,0.018463,0.013181,0.013181,0.012999,0.017756,0.012654,0.012654,0.01214
37694,1.11,2.0071,0.33,2.4108,0.76,2.7756,1.0937,3.1017,1.3496,3.3927,1.5515,3.6521,1.7131,3.8831,1.8444,4.0883,1.9525,0.01485,0.015527,0.015527,0.032018,0.018257,0.015946,0.015946,0.02063,0.019768,0.015285,0.015285,0.017317,0.019984,0.014519,0.014519,0.015564,0.019463,0.013777,0.013777,0.014166,0.018601,0.013057,0.013057,0.012932,0.017706,0.012402,0.012402,0.011895,0.016936,0.011832,0.011832,0.011061
