1.18,2.3532,1.16,2.8315,1.58,3.2408,1.8636,3.5924,2.0637,3.8966,2.2103,4.1612,2.3216,4.3919,2.4086,4.5929,2.4783,0.01751,0.019553,0.019553,0.040133,0.020804,0.02023,0.02023,0.024027,0.022143,0.019514,0.019514,0.021259,0.022262,0.018697,0.018697,0.020476,0.021742,0.017938,0.017938,0.019634,0.020938,0.017223,0.017223,0.018585,0.020047,0.016511,0.016511,0.017451,0.019159,0.015786,0.015786,0.016327
1.17,2.2399,0.94,2.6999,1.38,3.0995,1.6777,3.4464,1.8892,3.7491,2.0446,4.0139,2.1629,4.2457,2.2555,4.4483,2.3298,0.017129,0.021001,0.021001,0.058868,0.020848,0.02051,0.02051,0.024722,0.022593,0.018468,0.018468,0.019089,0.02293,0.016872,0.016872,0.018092,0.022496,0.015742,0.015742,0.01727,0.021696,0.01489,0.01489,0.016158,0.020717,0.014262,0.014262,0.015004,0.019678,0.01379,0.01379,0.013981
1.15,2.1458,0.84,2.5824,1.24,2.9711,1.5262,3.3147,1.7422,3.6181,1.9076,3.8859,2.0371,4.122,2.1403,4.3296,2.2243,0.016858,0.020693,0.020693,0.055068,0.020489,0.020436,0.020436,0.025596,0.022184,0.018609,0.018609,0.020139,0.022496,0.017096,0.017096,0.018805,0.022037,0.015994,0.015994,0.017764,0.021212,0.015152,0.015152,0.016578,0.020235,0.014502,0.014502,0.015415,0.019226,0.013973,0.013973,0.014387
1.16,2.224,0.92,2.6716,1.29,3.0605,1.5654,3.3988,1.7756,3.6944,1.9386,3.9531,2.0673,4.1798,2.1707,4.3781,2.2552,0.016471,0.019429,0.019429,0.047817,0.020039,0.01976,0.01976,0.02437,0.021688,0.018327,0.018327,0.019972,0.021955,0.016927,0.016927,0.018608,0.021436,0.015795,0.015795,0.017347,0.020537,0.014855,0.014855,0.015944,0.019505,0.01408,0.01408,0.01462,0.018482,0.013435,0.013435,0.01349
1.15,2.1621,0.66,2.6293,1.11,3.0303,1.4264,3.3733,1.657,3.6684,1.83,3.9241,1.9634,4.1463,2.0687,4.3396,2.1536,0.016032,0.018239,0.018239,0.04177,0.019468,0.018557,0.018557,0.021979,0.020988,0.017217,0.017217,0.018094,0.021144,0.015876,0.015876,0.016786,0.020508,0.014757,0.014757,0.015556,0.019482,0.013797,0.013797,0.014214,0.018372,0.013018,0.013018,0.01302,0.017349,0.012401,0.012401,0.012067
1.16,2.1264,0.52,2.5752,1.01,2.9725,1.3537,3.3216,1.5981,3.6285,1.7789,3.8986,1.9171,4.1363,2.0256,4.3452,2.1127,0.015483,0.017737,0.017737,0.043261,0.01853,0.017494,0.017494,0.022682,0.019802,0.016019,0.016019,0.01794,0.019842,0.014669,0.014669,0.016203,0.019126,0.013558,0.013558,0.014829,0.018038,0.012609,0.012609,0.013505,0.016945,0.011884,0.011884,0.012416,0.016029,0.011366,0.011366,0.011597
1.17,2.0927,0.34,2.5245,0.84,2.9121,1.1916,3.256,1.4537,3.5605,1.6517,3.8299,1.8051,4.0681,1.9265,4.2781,2.0247,0.014879,0.016601,0.016601,0.039254,0.017732,0.016454,0.016454,0.021063,0.018843,0.015005,0.015005,0.016474,0.018758,0.013653,0.013653,0.014711,0.017922,0.012508,0.012508,0.013332,0.01674,0.01151,0.01151,0.012035,0.015646,0.010752,0.010752,0.011011,0.014841,0.010236,0.010236,0.010285
1.19,1.9454,0.15,2.3573,0.64,2.7337,0.9986,3.0705,1.2696,3.3699,1.4773,3.6355,1.6401,3.8707,1.77,4.0785,1.8756,0.014315,0.01573,0.01573,0.037543,0.016982,0.015804,0.015804,0.021764,0.017984,0.014556,0.014556,0.017456,0.017866,0.013278,0.013278,0.015309,0.01702,0.012151,0.012151,0.013605,0.015843,0.011153,0.011153,0.012093,0.014783,0.01038,0.01038,0.010902,0.014032,0.0098349,0.0098349,0.010026
1.15,1.8259,0.04,2.2393,0.54,2.6194,0.9056,2.9618,1.1861,3.2683,1.4032,3.5418,1.5744,3.7854,1.7117,4.0017,1.8238,0.014818,0.016665,0.016665,0.036752,0.017704,0.017204,0.017204,0.023749,0.018923,0.016227,0.016227,0.019665,0.01901,0.015112,0.015112,0.017442,0.018447,0.014159,0.014159,0.015684,0.017635,0.013371,0.013371,0.014195,0.016876,0.012716,0.012716,0.012977,0.016246,0.01213,0.01213,0.011973
1.09,2.0071,0.33,2.4108,0.76,2.7756,1.0937,3.1017,1.3496,3.3927,1.5515,3.6521,1.7131,3.8831,1.8444,4.0883,1.9525,0.014972,0.016394,0.016394,0.03324,0.017669,0.016811,0.016811,0.022157,0.018732,0.015826,0.015826,0.018451,0.018693,0.014654,0.014654,0.01626,0.01802,0.013615,0.013615,0.014477,0.017097,0.012725,0.012725,0.012961,0.016235,0.011983,0.011983,0.011753,0.015532,0.011353,0.011353,0.010808
1.14,2.3483,0.59,2.7909,1.11,3.1731,1.493,3.5069,1.7764,3.8005,1.9886,4.0596,2.1497,4.2884,2.2738,4.4901,2.3709,0.015592,0.018502,0.018502,0.03827,0.01814,0.018175,0.018175,0.025043,0.018972,0.016853,0.016853,0.020549,0.018699,0.015383,0.015383,0.017788,0.017833,0.01416,0.01416,0.015828,0.016747,0.013149,0.013149,0.014346,0.015749,0.012291,0.012291,0.01321,0.014957,0.011543,0.011543,0.012276
1.15,2.0782,0.39,2.5329,0.9,2.9331,1.277,3.2832,1.558,3.5903,1.773,3.8605,1.9409,4.0987,2.0749,4.3087,2.1836,0.019891,0.023165,0.023165,0.0408,0.024583,0.026821,0.026821,0.036064,0.027102,0.028548,0.028548,0.036847,0.027989,0.029337,0.029337,0.038091,0.02839,0.030156,0.030156,0.039335,0.028747,0.031134,0.031134,0.040568,0.02866,0.031333,0.031333,0.040594,0.027865,0.030315,0.030315,0.03892
1.1,2.087,0.42,2.5485,0.94,2.9534,1.3277,3.3075,1.6138,3.6183,1.8303,3.892,1.9974,4.1332,2.1286,4.3459,2.2337,0.022359,0.025073,0.025073,0.039836,0.026725,0.028471,0.028471,0.036261,0.028704,0.029877,0.029877,0.037077,0.029059,0.030277,0.030277,0.038066,0.029025,0.030616,0.030616,0.03874,0.02898,0.030999,0.030999,0.039099,0.028538,0.030636,0.030636,0.038297,0.027507,0.029272,0.029272,0.036182
1.13,2.1641,0.46,2.6077,1.01,2.9981,1.4028,3.341,1.6856,3.6433,1.8977,3.9101,2.0611,4.1458,2.1902,4.3538,2.2942,0.021267,0.022701,0.022701,0.034298,0.025238,0.025907,0.025907,0.031884,0.026952,0.027168,0.027168,0.032775,0.027168,0.027442,0.027442,0.03355,0.026965,0.027529,0.027529,0.033786,0.026703,0.027543,0.027543,0.033531,0.026164,0.026994,0.026994,0.032413,0.025251,0.025785,0.025785,0.030517
1.16,2.2204,0.59,2.6538,1.11,3.0306,1.4766,3.3593,1.7441,3.648,1.9446,3.9023,2.0988,4.1266,2.2202,4.3243,2.318,0.020462,0.020803,0.020803,0.029784,0.024014,0.023906,0.023906,0.028564,0.025432,0.024979,0.024979,0.029509,0.025474,0.025056,0.025056,0.030023,0.025083,0.024864,0.024864,0.029869,0.024591,0.024523,0.024523,0.029171,0.023927,0.023787,0.023787,0.027907,0.023071,0.02267,0.02267,0.026266
1.14,2.0735,0.62,2.5247,1.11,2.9205,1.4632,3.2639,1.7202,3.5626,1.9139,3.8233,2.0636,4.0515,2.1821,4.2514,2.2778,0.019596,0.019394,0.019394,0.027816,0.022809,0.022163,0.022163,0.026362,0.023973,0.02296,0.02296,0.026721,0.02386,0.022825,0.022825,0.026815,0.023303,0.02237,0.02237,0.026252,0.022623,0.021718,0.021718,0.025154,0.021873,0.020818,0.020818,0.023724,0.021092,0.019768,0.019768,0.022226
1.11,2.0632,0.58,2.5205,1.1,2.9258,1.4605,3.277,1.7212,3.5803,1.9153,3.8428,2.0641,4.0705,2.1811,4.2686,2.2753,0.019701,0.017347,0.017347,0.024337,0.022436,0.020172,0.020172,0.023244,0.023183,0.020925,0.020925,0.023536,0.022799,0.020749,0.020749,0.023478,0.022032,0.020178,0.020178,0.022728,0.021166,0.019368,0.019368,0.021443,0.020319,0.018417,0.018417,0.020006,0.019563,0.017473,0.017473,0.018707
1.09,1.8576,0.41,2.2652,0.93,2.6441,1.2954,2.9847,1.5538,3.2871,1.7427,3.5545,1.8846,3.7906,1.9943,3.999,2.0811,0.01878,0.015912,0.015912,0.021487,0.02123,0.018468,0.018468,0.020581,0.021817,0.019109,0.019109,0.020826,0.021385,0.018884,0.018884,0.020669,0.020567,0.018237,0.018237,0.019813,0.019628,0.017335,0.017335,0.018447,0.01876,0.016376,0.016376,0.017058,0.018063,0.015529,0.015529,0.015932
1.05,1.7288,0.44,2.1074,0.85,2.4653,1.1585,2.7911,1.3886,3.0833,1.5661,3.3434,1.7056,3.5743,1.8174,3.7787,1.9084,0.01987,0.017156,0.017156,0.022265,0.023479,0.020081,0.020081,0.021218,0.025049,0.020925,0.020925,0.021125,0.02518,0.02093,0.02093,0.020959,0.024755,0.020598,0.020598,0.020348,0.024105,0.020108,0.020108,0.019477,0.023193,0.019473,0.019473,0.018687,0.022076,0.018739,0.018739,0.018111
1.04,1.6899,0.44,2.0404,0.81,2.3744,1.0858,2.6819,1.3015,2.9604,1.4708,3.2107,1.6059,3.4343,1.7154,3.6331,1.8053,0.019745,0.015388,0.015388,0.019743,0.023525,0.019248,0.019248,0.019417,0.025374,0.020884,0.020884,0.020486,0.025818,0.021454,0.021454,0.021122,0.025732,0.02151,0.02151,0.020966,0.025469,0.021318,0.021318,0.020342,0.024924,0.020881,0.020881,0.019618,0.024078,0.020235,0.020235,0.018957
1.09,1.6363,0.4,1.9831,0.8,2.3267,1.0968,2.6502,1.3228,2.9469,1.4984,3.2153,1.6373,3.4559,1.749,3.6702,1.8404,0.018896,0.014132,0.014132,0.017526,0.022494,0.017803,0.017803,0.017422,0.024331,0.019512,0.019512,0.018614,0.024887,0.02016,0.02016,0.019256,0.02493,0.020264,0.020264,0.019091,0.024794,0.020088,0.020088,0.018448,0.024434,0.019723,0.019723,0.017761,0.023826,0.01923,0.01923,0.01721
1.05,1.5995,0.33,1.9645,0.72,2.3214,1.0244,2.653,1.2604,2.9535,1.4475,3.2225,1.5979,3.4618,1.7205,3.6738,1.8216,0.018165,0.013181,0.013181,0.015813,0.021471,0.016355,0.016355,0.015622,0.023017,0.017746,0.017746,0.016663,0.023346,0.018226,0.018226,0.017188,0.023163,0.018191,0.018191,0.016944,0.022803,0.017881,0.017881,0.016239,0.022349,0.017487,0.017487,0.015545,0.021834,0.0171,0.0171,0.015044
0.92,1.3948,0.11,1.7374,0.48,2.0788,0.7781,2.4007,1.0143,2.6955,1.2053,2.9615,1.3615,3.1994,1.4907,3.4111,1.5985,0.017407,0.012392,0.012392,0.014735,0.020352,0.015176,0.015176,0.014624,0.021657,0.016298,0.016298,0.015329,0.021857,0.016607,0.016607,0.015549,0.021536,0.016423,0.016423,0.015069,0.021013,0.015968,0.015968,0.014193,0.020466,0.015496,0.015496,0.013419,0.019981,0.015127,0.015127,0.012931
0.84,1.594,0.29,1.9819,0.62,2.349,0.9372,2.6845,1.2032,2.9865,1.4162,3.2566,1.5856,3.4972,1.7213,3.711,1.8315,0.018609,0.014804,0.014804,0.018832,0.022104,0.018131,0.018131,0.019252,0.023986,0.019741,0.019741,0.020106,0.024665,0.02039,0.02039,0.020375,0.024875,0.020576,0.020576,0.020028,0.024953,0.020545,0.020545,0.019383,0.024854,0.020316,0.020316,0.018655,0.024506,0.019892,0.019892,0.017935
0.86,1.7803,0.41,2.1708,0.77,2.537,1.0762,2.8705,1.3266,3.1702,1.5336,3.4377,1.7051,3.6755,1.8472,3.8865,1.9652,0.019372,0.016182,0.016182,0.020762,0.02384,0.019307,0.019307,0.019599,0.026599,0.021635,0.021635,0.021065,0.02788,0.023264,0.023264,0.022652,0.028637,0.024407,0.024407,0.02374,0.029269,0.025267,0.025267,0.024443,0.029528,0.025622,0.025622,0.024642,0.029241,0.02536,0.02536,0.02426
0.87,1.7574,0.4,2.1771,0.83,2.5706,1.1765,2.9257,1.4553,3.241,1.6807,3.5188,1.8632,3.7629,2.0111,3.9771,2.1312,0.019918,0.016488,0.016488,0.020209,0.024282,0.019882,0.019882,0.020215,0.02694,0.021929,0.021929,0.021156,0.028132,0.02318,0.02318,0.022042,0.028803,0.02408,0.02408,0.022744,0.029316,0.024804,0.024804,0.02332,0.029445,0.025147,0.025147,0.023665,0.029072,0.02499,0.02499,0.023652
0.88,1.7223,0.38,2.1456,0.79,2.5433,1.1126,2.9033,1.3615,3.2237,1.5591,3.5071,1.7181,3.7568,1.8478,3.9765,1.9549,0.019011,0.015133,0.015133,0.017913,0.022952,0.01822,0.01822,0.018501,0.025347,0.020266,0.020266,0.020127,0.026447,0.021648,0.021648,0.021712,0.027026,0.022654,0.022654,0.023031,0.0274,0.023408,0.023408,0.024106,0.027463,0.02379,0.02379,0.024796,0.027157,0.023724,0.023724,0.024947
0.89,2.0395,0.61,2.5108,1.01,2.9278,1.3156,3.2903,1.5543,3.6044,1.7429,3.8771,1.8941,4.1143,2.0171,4.3208,2.1185,0.018198,0.013971,0.013971,0.016031,0.021773,0.016812,0.016812,0.016655,0.023859,0.018631,0.018631,0.018214,0.024738,0.019784,0.019784,0.019888,0.025068,0.020467,0.020467,0.021414,0.025151,0.020788,0.020788,0.022772,0.025026,0.020798,0.020798,0.023838,0.024726,0.020552,0.020552,0.024415
0.91,2.1349,0.68,2.6529,1.09,3.104,1.4058,3.491,1.6481,3.8229,1.8379,4.1084,1.9892,4.3548,2.1115,4.5678,2.2118,0.021736,0.018245,0.018245,0.020973,0.027501,0.021819,0.021819,0.020813,0.031132,0.023755,0.023755,0.02142,0.032709,0.024872,0.024872,0.022521,0.033537,0.025539,0.025539,0.02358,0.034032,0.025889,0.025889,0.024506,0.033822,0.025736,0.025736,0.0251,0.032836,0.025075,0.025075,0.025235
0.95,2.4403,0.91,2.9516,1.37,3.3957,1.7051,3.7795,1.9467,4.1115,2.1279,4.399,2.2673,4.648,2.3771,4.8633,2.4655,0.021071,0.01718,0.01718,0.019206,0.027015,0.020889,0.020889,0.019366,0.031059,0.023065,0.023065,0.020113,0.03316,0.024344,0.024344,0.021091,0.034546,0.025118,0.025118,0.021903,0.035632,0.025544,0.025544,0.022489,0.035998,0.025497,0.025497,0.022791,0.035471,0.024989,0.024989,0.022802
0.94,2.2939,0.65,2.777,1.14,3.1977,1.4955,3.5645,1.7588,3.8859,1.9591,4.1686,2.1149,4.4173,2.2388,4.636,2.3391,0.024212,0.020949,0.020949,0.023627,0.030231,0.025729,0.025729,0.026546,0.034285,0.028471,0.028471,0.028657,0.036452,0.029934,0.029934,0.029844,0.03815,0.03096,0.03096,0.030561,0.039759,0.031737,0.031737,0.030943,0.040636,0.031867,0.031867,0.03071,0.040442,0.031242,0.031242,0.029885
